parent,name,lons,lats
BR1,BR1 1,"0.0193452053, 0.0199526357, 0.0201388094, 0.0201728692, 0.0201760745, 0.0202523128, 0.020214261, 0.0201425818, 0.0190341529, 0.0182463938, 0.0180446372, 0.0179445237, 0.0174611186, 0.0173259392, 0.0169120135, 0.016646306, 0.0152097559, 0.0150433975, 0.0150423022, 0.0142661625, 0.0137359869, 0.012970307, 0.0124319919, 0.0127816368, 0.0130402848, 0.0127896504, 0.0125503794, 0.0128288086, 0.0125924957, 0.0123952351, 0.0127440341, 0.0133579238, 0.0135407116, 0.012980265, 0.0127652908, 0.0123110164, 0.0121006136, 0.0112432838, 0.0112569863, 0.0106670548, 0.0106177429, 0.0100552812, 0.0098734891, 0.0096737285, 0.0096902462, 0.0099031596, 0.0094172979, 0.0098887099, 0.010201526, 0.0105820226, 0.0115294981, 0.0116381633, 0.0124318495, 0.0129496164, 0.0132872503, 0.0137991917, 0.0140000037, 0.0141499135, 0.0145518261, 0.0153623732, 0.0155429379, 0.0155871625, 0.0160007653, 0.0165096916, 0.0166069742, 0.0172276844, 0.0173162077, 0.017419165, 0.0179237322, 0.0180246117, 0.0185356429, 0.0190820362, 0.0189462667, 0.0190261039, 0.0194900807, 0.0194937152, 0.0194860774, 0.0187232805, 0.0179008037, 0.0174176733, 0.0174095529, 0.0172700918, 0.0177258734, 0.0179812464, 0.0166563014, 0.0166621197, 0.0171221765, 0.0169456644, 0.0169102965, 0.0166701172, 0.0171150874, 0.0184434644, 0.0184544075, 0.0193452053","51.4018519745,51.4015901922,51.4015534215,51.4015430309,51.4011952252,51.4008845292,51.4000210209,51.39996408,51.4000243364,51.3998736703,51.399735667,51.3994146786,51.3990934157,51.399058991,51.3986607897,51.3987038638,51.3992016223,51.3992167324,51.3996092423,51.4002732521,51.4003617734,51.4002948059,51.4003017608,51.4012799911,51.4015321058,51.402453254,51.4026810688,51.4031952991,51.4038767264,51.404077065,51.404525085,51.4049112249,51.4054660638,51.4057158118,51.4060531337,51.4060979943,51.4065692039,51.4066393169,51.4071494068,51.4073116589,51.4077576182,51.4081292291,51.4081586086,51.4083222679,51.4084952042,51.4087365492,51.4094976537,51.4097953292,51.4096785294,51.4089673532,51.4088699264,51.4087914428,51.409047576,51.409074579,51.4082205539,51.4081870578,51.4080569758,51.4080619642,51.4081650578,51.4082130303,51.4084276607,51.4084421814,51.4084930423,51.4079701592,51.4079752297,51.40783385,51.4077900346,51.4077389359,51.4079512365,51.4080204794,51.4080898782,51.4077782425,51.4074712861,51.4073026582,51.406959786,51.406955519,51.4068730273,51.4064712377,51.4069654098,51.4070526892,51.4070442847,51.4066277922,51.4060250185,51.4058986709,51.4049772371,51.4049013675,51.4042680319,51.4041315502,51.4040945068,51.4033474688,51.4030146898,51.4027393787,51.4026078904,51.4018519745"
BR1,BR1 2,"0.0512145438, 0.0513572297, 0.0519240824, 0.0541391707, 0.0543796441, 0.0554964451, 0.0565044635, 0.0564330699, 0.0577964273, 0.0590897884, 0.0601788622, 0.0600210652, 0.060216486, 0.0605838217, 0.0622762863, 0.0638329148, 0.0658171052, 0.0673265041, 0.0677773208, 0.0675983408, 0.0664899016, 0.0653505068, 0.0651112573, 0.0619745111, 0.0615769849, 0.0615477483, 0.0586685503, 0.0577040407, 0.0567762692, 0.0535027469, 0.0534538204, 0.0522528054, 0.0517980419, 0.0514331284, 0.0515820049, 0.0517626311, 0.051721672, 0.0518675033, 0.0505742929, 0.050079571, 0.0493896408, 0.0484613617, 0.0480810304, 0.0468705911, 0.0468298137, 0.0468239886, 0.0468330412, 0.0465827938, 0.0461845661, 0.0451190838, 0.0445877675, 0.0439787089, 0.0436512831, 0.0424822117, 0.0419334067, 0.041196346, 0.0407724488, 0.0406127175, 0.0410609577, 0.0407619603, 0.0406889341, 0.0410937625, 0.0413967686, 0.0421546602, 0.0419623804, 0.0401919388, 0.0401702104, 0.0397648615, 0.0389451651, 0.037360717, 0.036699746, 0.0355954906, 0.0350374762, 0.0330158454, 0.0323982123, 0.0323194331, 0.0320423257, 0.0316941134, 0.0310597656, 0.0312505631, 0.0298704358, 0.0306337508, 0.030452862, 0.0292125859, 0.0287695077, 0.0280133368, 0.0279354265, 0.0280477518, 0.0284024393, 0.0284704308, 0.0289192272, 0.030555273, 0.0309710338, 0.0314747999, 0.0320239054, 0.0325401186, 0.0326899842, 0.033744736, 0.033071179, 0.0329262851, 0.0331198348, 0.033178862, 0.0338038418, 0.0337289276, 0.0328720899, 0.032550989, 0.0319278073, 0.0318473426, 0.0318025127, 0.0307758723, 0.0301858299, 0.0294478013, 0.0293805496, 0.028938105, 0.0297494058, 0.0299072434, 0.0312938901, 0.0331001629, 0.0332971743, 0.0376215085, 0.0409700288, 0.0415640975, 0.0416488293, 0.0418193937, 0.0418263737, 0.0449982138, 0.0456397692, 0.045591736, 0.0459119195, 0.0454345059, 0.0450123345, 0.0443667496, 0.0442149242, 0.043750639, 0.0432860317, 0.0434638719, 0.0442054994, 0.0435515404, 0.0439824088, 0.0446633912, 0.045093433, 0.0466302065, 0.0467410168, 0.0460837551, 0.0460592479, 0.0475502073, 0.0482560037, 0.0489808613, 0.0497480327, 0.0509396962, 0.0512145438","51.4074673847,51.4068091174,51.4063448548,51.4064434975,51.4065889851,51.4064130863,51.4058171949,51.4052191979,51.4046430067,51.4047970205,51.4035551511,51.4033708903,51.4017370473,51.4014096858,51.4008994127,51.4008397409,51.4010534518,51.3992882755,51.398821461,51.3985745469,51.3952809555,51.3942187464,51.3938621134,51.3927391639,51.3927205375,51.3927295359,51.3927577161,51.3930583209,51.3936298429,51.3942209398,51.3941890176,51.3939756281,51.3936557295,51.3927708204,51.3927050648,51.3923202658,51.3921955559,51.3909249806,51.3909308785,51.3905788199,51.3905663224,51.3913117757,51.391255909,51.3913220961,51.3913146568,51.3913102987,51.3900771089,51.3899731272,51.3900942081,51.390773454,51.3905712844,51.3906867133,51.3911880065,51.3911299199,51.3920801227,51.392092966,51.3923621371,51.3931625228,51.3940497301,51.3944241331,51.394550204,51.3949073054,51.3950463406,51.3960017833,51.3962984444,51.396831681,51.3970670816,51.3973986102,51.3976852627,51.3974743475,51.397788307,51.3974613571,51.3971334021,51.3973352163,51.3972303173,51.3972629043,51.3983749777,51.3985131539,51.398979405,51.3994487316,51.400461842,51.4011493333,51.4013216138,51.4019199348,51.4025677669,51.4029788462,51.4030558225,51.4032745771,51.4036994427,51.4037447993,51.4037350779,51.4045408741,51.4044356581,51.4045776374,51.4044131241,51.4041336647,51.4041747421,51.4047527752,51.4052783856,51.4055012878,51.405702997,51.4059877015,51.4066428323,51.4070631082,51.4073558915,51.4075520581,51.4076624508,51.4077253812,51.4079164412,51.4089480178,51.4090428419,51.409497632,51.4095186344,51.4106301749,51.4124505186,51.4126117561,51.4129446411,51.4149666726,51.4153864854,51.4154277403,51.4159149062,51.4156503454,51.4155043191,51.4152998909,51.4152950959,51.4141161349,51.4135288401,51.4130620298,51.412405029,51.4121108278,51.4117272333,51.411541657,51.4114821162,51.4114730663,51.4108368791,51.410268317,51.4098983313,51.4089675177,51.4087257034,51.4086402553,51.4082328893,51.4080325483,51.4077563645,51.4070272599,51.4067980867,51.4066670554,51.4070608865,51.4068835828,51.4074340893,51.4076097951,51.4074673847"
BR1,BR1 3,"0.0337289276, 0.0338038418, 0.033178862, 0.0331198348, 0.0329262851, 0.033071179, 0.033744736, 0.0326899842, 0.0325401186, 0.0320239054, 0.0314747999, 0.0309710338, 0.030555273, 0.0289192272, 0.0284704308, 0.0284024393, 0.0280477518, 0.0279354265, 0.0280133368, 0.0287695077, 0.0292125859, 0.030452862, 0.0306337508, 0.0298704358, 0.0286762287, 0.0283660607, 0.0280450399, 0.0274929417, 0.0274778844, 0.0242567739, 0.0242365286, 0.0238168833, 0.0233789657, 0.022421095, 0.020214261, 0.0202523128, 0.0201760745, 0.0201728692, 0.0201388094, 0.0199526357, 0.0193452053, 0.0184544075, 0.0184434644, 0.0171150874, 0.0166701172, 0.0169102965, 0.0169456644, 0.0171221765, 0.0166621197, 0.0166563014, 0.0179812464, 0.0177258734, 0.0172700918, 0.0174095529, 0.0174176733, 0.0179008037, 0.0187232805, 0.0194860774, 0.0194937152, 0.0194900807, 0.0190261039, 0.0189462667, 0.0190820362, 0.0185356429, 0.0180246117, 0.01775887, 0.0177214367, 0.0175100213, 0.0172276844, 0.0166069742, 0.0165096916, 0.0160007653, 0.0155871625, 0.0155429379, 0.0153623732, 0.0145518261, 0.0141499135, 0.0140000037, 0.0137991917, 0.0132872503, 0.0129496164, 0.0124318495, 0.0116381633, 0.0115294981, 0.0105820226, 0.010201526, 0.0098887099, 0.0094172979, 0.0099031596, 0.0096902462, 0.0096737285, 0.0098734891, 0.009386397, 0.0093081481, 0.0084872083, 0.0075192936, 0.0083225747, 0.0084309101, 0.0083246992, 0.0081929438, 0.0080186759, 0.0079907626, 0.0071241817, 0.0071274098, 0.0077566919, 0.0083669063, 0.0094647492, 0.0094013367, 0.0085278208, 0.008253123, 0.0082770187, 0.008510329, 0.0077968556, 0.0075452397, 0.0075523845, 0.0074065878, 0.0067393048, 0.0065736483, 0.0054871939, 0.0051342295, 0.005121339, 0.0043306594, 0.0039851633, 0.0036349441, 0.0029395969, 0.0030807347, 0.0030844091, 0.0029250474, 0.0028355481, 0.0016617582, 0.0018318169, 0.002169623, 0.0028352789, 0.0039481985, 0.0039238901, 0.0038223701, 0.0048728701, 0.0057544775, 0.005967571, 0.0059703964, 0.0058893898, 0.0059448282, 0.0069620835, 0.0072924074, 0.0085198979, 0.0090709318, 0.0091537591, 0.0104387974, 0.0116835739, 0.0117589873, 0.0137317275, 0.0140702111, 0.0155456539, 0.0165712587, 0.016584282, 0.0161869992, 0.0164816188, 0.0165846701, 0.0174279831, 0.0182670547, 0.0185547044, 0.0186813962, 0.0186529764, 0.0182514033, 0.0184503226, 0.0202387083, 0.0202761675, 0.02096277, 0.0216543383, 0.0216660545, 0.0223260979, 0.0217958021, 0.0217896915, 0.0224721029, 0.0229075869, 0.0242014687, 0.0253640894, 0.0266843442, 0.0270866874, 0.0298451627, 0.0320180688, 0.0368082748, 0.0378033896, 0.04081589, 0.0409700288, 0.0376215085, 0.0332971743, 0.0331001629, 0.0312938901, 0.0299072434, 0.0297494058, 0.028938105, 0.0293805496, 0.0294478013, 0.0301858299, 0.0307758723, 0.0318025127, 0.0318473426, 0.0319278073, 0.032550989, 0.0328720899, 0.0337289276","51.4070631082,51.4066428323,51.4059877015,51.405702997,51.4055012878,51.4052783856,51.4047527752,51.4041747421,51.4041336647,51.4044131241,51.4045776374,51.4044356581,51.4045408741,51.4037350779,51.4037447993,51.4036994427,51.4032745771,51.4030558225,51.4029788462,51.4025677669,51.4019199348,51.4013216138,51.4011493333,51.400461842,51.4000745912,51.4000022233,51.3997562238,51.3998268424,51.3998267161,51.4000915993,51.4000863437,51.4002273685,51.4003213432,51.4000016125,51.4000210209,51.4008845292,51.4011952252,51.4015430309,51.4015534215,51.4015901922,51.4018519745,51.4026078904,51.4027393787,51.4030146898,51.4033474688,51.4040945068,51.4041315502,51.4042680319,51.4049013675,51.4049772371,51.4058986709,51.4060250185,51.4066277922,51.4070442847,51.4070526892,51.4069654098,51.4064712377,51.4068730273,51.406955519,51.406959786,51.4073026582,51.4074712861,51.4077782425,51.4080898782,51.4080204794,51.4085235883,51.4085949196,51.4087530703,51.40783385,51.4079752297,51.4079701592,51.4084930423,51.4084421814,51.4084276607,51.4082130303,51.4081650578,51.4080619642,51.4080569758,51.4081870578,51.4082205539,51.409074579,51.409047576,51.4087914428,51.4088699264,51.4089673532,51.4096785294,51.4097953292,51.4094976537,51.4087365492,51.4084952042,51.4083222679,51.4081586086,51.4072804221,51.4072813625,51.4070753967,51.407727174,51.4080554148,51.4081678874,51.4083457252,51.4087982903,51.4088972423,51.4093022276,51.409615274,51.4096440297,51.410227693,51.4100097965,51.4103427224,51.4106808738,51.4108941823,51.4113367857,51.4117564308,51.4118792642,51.4125459264,51.4126300629,51.412685813,51.4130010424,51.4129888707,51.413023385,51.4124508477,51.4124229432,51.4124326279,51.4127701779,51.4128044434,51.4129344298,51.4133936969,51.4136344188,51.4137582259,51.414173927,51.4142624853,51.4143526795,51.4151321974,51.4150917172,51.4147554681,51.4151443517,51.4154552782,51.4155797906,51.4161521525,51.4159921157,51.4158311506,51.4158105675,51.4156725318,51.4153752499,51.414883834,51.4150068604,51.4141606928,51.4143137496,51.4143185066,51.414976005,51.415143459,51.4150498699,51.4144477508,51.4141452237,51.414119856,51.4143709602,51.4139780927,51.4133263604,51.4123650962,51.4123938548,51.4129301896,51.4129517097,51.413320159,51.4137832486,51.4138376987,51.4142014089,51.4143096221,51.414495259,51.4141596899,51.4136043746,51.4141470181,51.4149002159,51.4151696401,51.4163124641,51.4163932256,51.4172824943,51.4173124836,51.4185756421,51.4190947124,51.4203281975,51.4204091142,51.420116481,51.4192124916,51.4211812385,51.4204560993,51.4175181874,51.4159149062,51.4154277403,51.4153864854,51.4149666726,51.4129446411,51.4126117561,51.4124505186,51.4106301749,51.4095186344,51.409497632,51.4090428419,51.4089480178,51.4079164412,51.4077253812,51.4076624508,51.4075520581,51.4073558915,51.4070631082"
BR1,BR1 4,"0.0055953321, 0.0059263378, 0.007627392, 0.0072817454, 0.0072563881, 0.0076341122, 0.009227521, 0.0095245409, 0.0108603629, 0.0118405075, 0.0122654427, 0.0129286699, 0.0136998823, 0.0137240388, 0.014532997, 0.0146477796, 0.0148627559, 0.0173686903, 0.0175394833, 0.0181818771, 0.0175715394, 0.0165621053, 0.0156301887, 0.0154286796, 0.0163044564, 0.0163107425, 0.0169919486, 0.0178791335, 0.0192531837, 0.0192580413, 0.0190446739, 0.0188325101, 0.0182692484, 0.0188004857, 0.0202146224, 0.0207658209, 0.0206167399, 0.0208018233, 0.0224721029, 0.0217896915, 0.0217958021, 0.0223260979, 0.0216660545, 0.0216543383, 0.02096277, 0.0202761675, 0.0202387083, 0.0184503226, 0.0182514033, 0.0186529764, 0.0186813962, 0.0185547044, 0.0182670547, 0.0174279831, 0.0165846701, 0.0164816188, 0.0161869992, 0.016584282, 0.0165712587, 0.0155456539, 0.0140702111, 0.0137317275, 0.0117589873, 0.0116835739, 0.0104387974, 0.0091537591, 0.0090709318, 0.0085198979, 0.0072924074, 0.0069620835, 0.0059448282, 0.0058893898, 0.0059703964, 0.005967571, 0.0057544775, 0.0048728701, 0.0038223701, 0.0039238901, 0.0039481985, 0.0028352789, 0.002169623, 0.0018318169, 0.0016617582, 0.0028355481, 0.0029250474, 0.0030844091, 0.0030807347, 0.0029395969, 0.0036349441, 0.0039851633, 0.0043306594, 0.005121339, 0.0051342295, 0.0054871939, 0.0065736483, 0.0067393048, 0.0074065878, 0.0075523845, 0.0075452397, 0.0077968556, 0.008510329, 0.0082770187, 0.008253123, 0.0085278208, 0.0094013367, 0.0094647492, 0.0083669063, 0.0077566919, 0.0071274098, 0.0071241817, 0.0079907626, 0.0080186759, 0.0081929438, 0.0083246992, 0.0084309101, 0.0083225747, 0.0075192936, 0.0074692021, 0.0068776803, 0.0066309485, 0.0064535816, 0.0062758106, 0.0059755539, 0.0048645602, 0.0045013687, 0.0043665954, 0.0043798636, 0.0021022, 0.0018009677, 0.0016025002, 0.000485884, -0.0005776055, -0.0007873271, -0.0012797313, -0.0012575685, -0.0023935464, -0.0024731552, -0.0026980139, -0.0031399221, -0.0034295951, -0.0036961457, -0.0052112126, -0.0053792973, -0.0054651775, -0.0108091305, -0.011240054, -0.0124646653, -0.0134877346, -0.0141010152, -0.0148518816, -0.0165617619, -0.0159471263, -0.0133619483, -0.0133509616, -0.0129995848, -0.0118921009, -0.0101282346, -0.009857254, -0.0083041095, -0.007673679, -0.0070775718, -0.0074320548, -0.0073698841, -0.007010896, -0.0066564264, -0.0072608807, -0.0066804114, -0.006276476, -0.0049468418, -0.0046145371, -0.0039464244, -0.0039175752, -0.0035759117, -0.0033966489, -0.0034619887, -0.0036250864, -0.0036264425, -0.0027442809, -0.0024342533, -0.0017678291, -0.0010095555, -0.0007657169, -0.000451164, -0.0003085199, 0.000292502, 0.0015245864, 0.0019622204, 0.0019157073, 0.0019808807, 0.0023106666, 0.0039462932, 0.0039466736, 0.0055953321","51.4250657882,51.4252885263,51.4247978746,51.4242088171,51.4240674779,51.4239446084,51.4237188122,51.4240289492,51.4240134309,51.4248422949,51.4246043262,51.4245117159,51.4248530408,51.425402514,51.4260908894,51.4260445096,51.4259856002,51.4260703876,51.4260172512,51.4251717249,51.4248480492,51.4238160691,51.4236424039,51.4225444098,51.4220626673,51.4220522448,51.4218397981,51.4213567735,51.4217243646,51.4217195612,51.420622693,51.420523869,51.4198270128,51.4196654814,51.4195108064,51.418792203,51.4180611776,51.4179489706,51.4172824943,51.4163932256,51.4163124641,51.4151696401,51.4149002159,51.4141470181,51.4136043746,51.4141596899,51.414495259,51.4143096221,51.4142014089,51.4138376987,51.4137832486,51.413320159,51.4129517097,51.4129301896,51.4123938548,51.4123650962,51.4133263604,51.4139780927,51.4143709602,51.414119856,51.4141452237,51.4144477508,51.4150498699,51.415143459,51.414976005,51.4143185066,51.4143137496,51.4141606928,51.4150068604,51.414883834,51.4153752499,51.4156725318,51.4158105675,51.4158311506,51.4159921157,51.4161521525,51.4155797906,51.4154552782,51.4151443517,51.4147554681,51.4150917172,51.4151321974,51.4143526795,51.4142624853,51.414173927,51.4137582259,51.4136344188,51.4133936969,51.4129344298,51.4128044434,51.4127701779,51.4124326279,51.4124229432,51.4124508477,51.413023385,51.4129888707,51.4130010424,51.412685813,51.4126300629,51.4125459264,51.4118792642,51.4117564308,51.4113367857,51.4108941823,51.4106808738,51.4103427224,51.4100097965,51.410227693,51.4096440297,51.409615274,51.4093022276,51.4088972423,51.4087982903,51.4083457252,51.4081678874,51.4080554148,51.407727174,51.4077262434,51.4078973491,51.4079005451,51.407813818,51.4075822215,51.4067608531,51.4074598314,51.4075919126,51.4077241064,51.4078219519,51.4091285046,51.4091216253,51.4092089343,51.4095158364,51.4108976831,51.4109704447,51.4125399852,51.4131393556,51.4140056276,51.4143310061,51.4145030791,51.4150934763,51.4160415943,51.4162182946,51.4177477736,51.4178667377,51.4179057492,51.4190405244,51.4189833587,51.4185288792,51.4185694297,51.4187511316,51.4192881435,51.4219737613,51.4227945992,51.4242914646,51.424289852,51.4241883827,51.4245426594,51.4238792575,51.4241640598,51.4240790419,51.4235131964,51.4240248992,51.42468236,51.4247581995,51.424882018,51.4252014451,51.425839457,51.4265461537,51.4262302041,51.4260173446,51.4261849857,51.4258067698,51.4257175979,51.4254791077,51.4250076132,51.4247088968,51.4245511282,51.4245477985,51.424165961,51.4241438748,51.4242963754,51.4249175038,51.4250299288,51.4249372027,51.4248540506,51.424868452,51.4251264431,51.4257943963,51.4260060123,51.4263393347,51.4263279252,51.4259688413,51.4256778057,51.4250657882"
BR1,BR1 5,"0.0205413406, 0.0207275246, 0.0207187844, 0.0207615383, 0.0211104039, 0.0208648416, 0.0207879448, 0.0206482491, 0.0189881809, 0.0188731905, 0.0186571787, 0.0204887042, 0.0208385395, 0.0203821744, 0.0204933753, 0.0201023538, 0.0210032128, 0.0210350883, 0.0217112417, 0.0218276202, 0.0224364257, 0.022456544, 0.023469393, 0.0233396235, 0.0235153154, 0.0251938075, 0.0259971095, 0.027346527, 0.0272693909, 0.0302024784, 0.0303773273, 0.0304067305, 0.0307084794, 0.0329871444, 0.03406493, 0.0351097479, 0.0362022006, 0.037683971, 0.0368082748, 0.0320180688, 0.0298451627, 0.0270866874, 0.0266843442, 0.0253640894, 0.0242014687, 0.0229075869, 0.0224721029, 0.0208018233, 0.0206167399, 0.0207658209, 0.0202146224, 0.0188004857, 0.0182692484, 0.0188325101, 0.0190446739, 0.0192580413, 0.0192531837, 0.0178791335, 0.0169919486, 0.0163107425, 0.0163044564, 0.0154286796, 0.0156301887, 0.0165621053, 0.0175715394, 0.0181818771, 0.0175394833, 0.0173686903, 0.0148627559, 0.0146477796, 0.014532997, 0.0137240388, 0.0136998823, 0.0129286699, 0.0122654427, 0.0118405075, 0.0108603629, 0.0095245409, 0.009227521, 0.0076341122, 0.0072563881, 0.0072817454, 0.007627392, 0.0059263378, 0.0055953321, 0.0039466736, 0.0039462932, 0.0023106666, 0.0019808807, 0.0019157073, 0.0019622204, 0.0015245864, 0.000292502, -0.0003085199, -0.000451164, -0.0007657169, -0.0010095555, -0.0017678291, -0.0024342533, -0.0027442809, -0.0036264425, -0.0036250864, -0.0034619887, -0.0033966489, -0.0035759117, -0.0039175752, -0.0039464244, -0.0046145371, -0.0049468418, -0.006276476, -0.0066804114, -0.0066776514, -0.0067286564, -0.0077140425, -0.0086539985, -0.0093234608, -0.0099996327, -0.0103568095, -0.0107870127, -0.011089778, -0.0110974507, -0.0121710833, -0.0127102602, -0.0130108083, -0.0131458496, -0.0119128696, -0.0115154718, -0.0118189283, -0.0096488023, -0.0090957168, -0.0090394082, -0.008660798, -0.0071056483, -0.0066992579, -0.0065891799, -0.0035172096, -0.0027449045, -0.0017628224, 0.0010529632, 0.0015206456, 0.0023240093, 0.0028875153, 0.0030800463, 0.0041737618, 0.0054186462, 0.0055066061, 0.0052786091, 0.0071126046, 0.0078868322, 0.0082862073, 0.0083549949, 0.0096572563, 0.0098468642, 0.0101511201, 0.0099360538, 0.0107219459, 0.0131140488, 0.0142043593, 0.0149402541, 0.0161202425, 0.0166089868, 0.0178198459, 0.0180274979, 0.018652736, 0.0187299305, 0.0199404787, 0.0202676996, 0.0205413406","51.4319281632,51.4315582348,51.4315356282,51.4313414316,51.4309788889,51.4302423066,51.4300982804,51.4300523423,51.4301180776,51.4300891525,51.4297874539,51.4292364479,51.4289262017,51.4284182654,51.4283004662,51.4271177189,51.4266576668,51.4266281581,51.4265934256,51.4266420647,51.4273400453,51.4274929095,51.4277993488,51.4282156574,51.4284935495,51.4289774733,51.4288765292,51.4281176322,51.4275682624,51.4264567196,51.4254375995,51.4253687619,51.4250905883,51.4248392745,51.4245862412,51.4239073427,51.423523282,51.4226218896,51.4211812385,51.4192124916,51.420116481,51.4204091142,51.4203281975,51.4190947124,51.4185756421,51.4173124836,51.4172824943,51.4179489706,51.4180611776,51.418792203,51.4195108064,51.4196654814,51.4198270128,51.420523869,51.420622693,51.4217195612,51.4217243646,51.4213567735,51.4218397981,51.4220522448,51.4220626673,51.4225444098,51.4236424039,51.4238160691,51.4248480492,51.4251717249,51.4260172512,51.4260703876,51.4259856002,51.4260445096,51.4260908894,51.425402514,51.4248530408,51.4245117159,51.4246043262,51.4248422949,51.4240134309,51.4240289492,51.4237188122,51.4239446084,51.4240674779,51.4242088171,51.4247978746,51.4252885263,51.4250657882,51.4256778057,51.4259688413,51.4263279252,51.4263393347,51.4260060123,51.4257943963,51.4251264431,51.424868452,51.4248540506,51.4249372027,51.4250299288,51.4249175038,51.4242963754,51.4241438748,51.424165961,51.4245477985,51.4245511282,51.4247088968,51.4250076132,51.4254791077,51.4257175979,51.4258067698,51.4261849857,51.4260173446,51.4262302041,51.4265461537,51.4266661328,51.4267739932,51.4267642074,51.4273598306,51.4266121485,51.4267645329,51.4269129586,51.4272092894,51.4276066469,51.427609266,51.4274445267,51.427556043,51.4278502705,51.4285910881,51.4290507858,51.4291301179,51.4298131219,51.4300147147,51.4302438938,51.4305338755,51.4308902686,51.4318157803,51.4325479451,51.4325403088,51.4314022684,51.4313591944,51.4320981116,51.4315389853,51.4311253142,51.4327085662,51.4331263003,51.433172696,51.432030613,51.4323320298,51.432858074,51.4334100704,51.4338297096,51.4332814836,51.4332219565,51.4331924178,51.4332066619,51.4332683889,51.4339535755,51.4353484339,51.4360039796,51.4353714638,51.4355183689,51.4358235941,51.4356663059,51.4355202019,51.4349203257,51.4345064674,51.433737097,51.4337282947,51.432617347,51.43210753,51.4319281632"
BR1,BR1 9,"0.0191473924, 0.0211070733, 0.022172071, 0.0221696647, 0.021444403, 0.0193755294, 0.0192634852, 0.018740041, 0.0191473924","51.4045717263,51.40443702,51.4034008312,51.4033944277,51.4030815656,51.4033589772,51.4033892741,51.4042779881,51.4045717263"
